t_center,centroid,bandwidth,spectral_kurtosis,E_low,E_tremor,E_beta,E_gamma,E_high
1.0,73.78673420836162,18.335885338371785,16.747317144763716,0.00020368199416773042,1.3886165796718772e-05,0.0006774899188644718,0.9675483388063062,0.026743996628683618
1.5,73.89740133983938,17.838557482747394,16.603505121639007,2.814457023187748e-05,1.3260433232784428e-05,0.0006686364265697549,0.9705567920769569,0.024764969882709827
2.0,74.2783959059483,31.133534687838818,9.334085666283912,0.00019539051073481543,1.991141625203015e-05,0.0039788075430959345,0.9116827117522119,0.05883801348725381
2.5,83.37801496434116,24.126444444420276,16.25085171180262,4.277519475795259e-05,1.8871540050575016e-05,0.0008344201352083317,0.9150393146236953,0.06684935060818159
4.5,85.53591471023815,21.270059520199872,16.621802259202237,4.122581252565702e-05,2.0750655732219604e-05,0.0007311049241170895,0.8645027568875742,0.12338477780601259
